,id,text,agg_bert_row,answer_length,x_position,y_position,distance
410,81,We must empathize with users ,0,29,2.2921658,1.0415704,2.5
411,82,Speed dating with users,0,23,5.5052342,-4.6464543,2.5
412,83,Listen to customers,0,19,2.3857949,-0.61746347,2.5
413,84,Defer judgement,3,15,-0.405499,7.476158,2.5
414,85,Encourage Wild Ideas,4,20,-3.0557377,-4.5672255,2.5
415,86,Defer judgment,3,14,-1.621969,7.33627,2.5
416,87,One rule for ideation in human-centered design is to defer judgement while you are brainstorming ideas to be able to have an open mind for any ideas that may arise and to not close off any potential solutions.,1,209,-0.06642184,-1.9830064,2.5
417,88,Be visual,5,9,6.3594203,0.3380489,2.5
418,89,Generate many ideas - user goals are evaluated,1,46,-1.8571031,-2.4526954,2.5
419,90,Speed date with users,0,21,5.5619445,-4.6366243,2.5
420,91,Be Visual,5,9,7.190756,0.06904431,2.5
421,92,Don't judge ideas to quickly ,1,29,-1.6113752,3.1764214,2.5
422,93,Be Visual,5,9,6.8403172,-0.19056642,2.5
423,94,Be visual,5,9,6.47402,0.6766156,2.5
424,95,We would need to include a variety of ideas,1,43,-2.634054,-0.24343498,2.5
425,96,Building on others ideas,1,24,-1.2030054,-1.4430636,2.5
426,97,build on each others' ideas,1,27,-0.93258476,-1.194277,2.5
427,98,Create as many ideas as possible (quantity),1,43,-3.3402448,-1.5411564,2.5
428,99,Go for quantity,2,15,-6.7929187,0.36683923,2.5
429,100,You are not the user,0,20,2.8958457,2.5090516,2.5
430,101,Be visual,5,9,7.2139473,0.33893183,2.5
431,102,Encourage wild ideas,4,20,-2.6305087,-4.2678537,2.5
432,103,Encourage wild ideas ,4,21,-2.8533568,-4.282312,2.5
433,104,need to account for the basic scenarios,0,39,-4.5113845,-0.83136904,2.5
434,105,Build on other's ideas. ,1,24,-1.3467603,-1.0467492,2.5
435,106,Coming up with lots of ideas,1,28,-3.217214,-0.13371657,2.5
436,107,Cluster and select,0,18,3.77653,-6.9643173,2.5
437,108,conversations take place on at a time ,0,38,2.9653473,-3.4578013,2.5
438,109,Be visual,5,9,6.553022,0.7465439,2.5
439,110,clustering and selection process,0,32,3.8403678,-6.9623585,2.5
440,1,Radical ideas ,0,14,-0.023422178,-1.2214375,3
441,2,No judgement,3,12,6.231635,2.9730217,3
442,3,speed dating,1,12,5.062632,-0.3295535,3
443,4,Make multiple ideas,0,19,-1.3633645,-0.4665826,3
444,5,Yes and,1,7,-4.6727705,-2.6728172,3
445,6,social interaction ,1,19,-2.758316,5.05766,3
446,7,Quantity over quality ,1,22,-6.7451673,-1.1865003,3
447,8,Encourage wild ideas,0,20,-0.9056403,-2.8595548,3
448,9,Be visual,2,9,4.7086096,-4.469956,3
449,10,Encourage wild ideas,0,20,-1.3250644,-3.0205383,3
450,11,one conversation at a time,1,26,-3.2848969,5.631388,3
451,12,Be visual ,2,10,4.0980506,-4.327397,3
452,13,Stay focused on topic,1,21,-5.01135,2.7194793,3
453,14,Stay on topics,1,14,-4.876343,3.248208,3
454,15,dont judge the idea,0,19,2.781262,1.1093363,3
455,16,Defer judgement,3,15,7.3973684,4.139417,3
456,17,include all wild ideas too,0,26,-2.4332073,-3.2914028,3
457,18,Don't judge other people's ideas,0,32,2.9764163,1.3723485,3
458,19,No one should be able to say that's my idea,0,43,2.0721624,0.29594126,3
459,20,"Defer judgement on ideas, DONT judge them too quickly ",3,54,4.3267493,2.76014,3
460,21,"Know your users, they are not u",1,31,1.5265578,5.595546,3
461,22,Go for quantity ,1,16,-5.920288,-2.1167796,3
462,23,Users are not you,1,17,1.787491,5.6789393,3
463,24,be visual,2,9,4.431,-5.1359386,3
464,25,"Dont hate, just come up with ideas dont worry about quality of them yet",0,71,1.4307524,2.0889597,3
465,26,Defer Judgement,3,15,6.613382,5.108277,3
466,27,Embrace wild ideas,0,18,-1.7879313,-3.5993326,3
467,28,Defer judgement,3,15,6.5079184,4.1588717,3
468,29,Quantity over quality,1,21,-6.7465625,-1.1862893,3
469,30,Be visual,2,9,3.931554,-4.5493917,3
470,31,Stay focused on the topic,1,25,-4.986699,2.6673567,3
471,32,defer judgement,3,15,7.200967,4.5869308,3
472,33,Generate a lot of ideas,0,23,-1.3290447,-0.66885465,3
473,34,"make sure you talk to the target audience first, and see what they want",1,71,-1.0568825,4.1090665,3
474,35,Dont shoot down others ideas,0,28,0.6089053,0.47816458,3
475,36,defer judgement ,3,16,6.3767905,4.411844,3
476,37,"Know thy users, for they are not you",1,36,1.3576499,5.6302037,3
477,38,You should encourage wild ideas,0,31,-1.454821,-3.7554042,3
478,39,Go for quantity,1,15,-5.9208655,-2.1162763,3
479,40,Encourage wild ideas,0,20,-0.70384943,-3.073932,3
480,41,Defer judgement,3,15,6.8840456,4.7213283,3
481,42,Diversity of ideas,0,18,0.6960641,-1.6030662,3
482,43,Come up with as many ideas as possible,0,38,-2.5702798,0.018885942,3
483,44,"Defer judgement means coming up with ideas, not hating on any of them yet.",3,74,7.2440605,3.1777735,3
484,45,Stay focused on topic,1,21,-5.0108714,2.718294,3
485,46,Defer judgment,3,14,7.443495,5.1315417,3
486,47,Encourage wild ideas,0,20,-0.9686199,-3.4646895,3
487,48,Stay focused on topic,1,21,-5.0091124,2.721496,3
488,49,Being visual helps other understand your ideas or suggestions very quickly ,2,75,2.9081988,-4.5590405,3
489,50,Be visual,2,9,4.750681,-4.727355,3
490,51,"defer judgement to others, let others participate in discussion",3,63,5.496617,5.1329684,3
491,52,Defer Judgement,3,15,6.5885305,5.0900044,3
492,53,Staying focused and on topic when discussing an idea,1,52,-4.556223,2.3783302,3
493,54,Come up with as many ideas as possible,0,38,-2.5698078,0.019035466,3
494,55,Building empathy with the people you're designing for ,1,54,-0.04499387,2.1923404,3
495,56,Defer judgement ,3,16,6.734044,4.035684,3
496,57,Not think they are me,1,21,2.1187606,5.1888914,3
497,58,defer judgement,3,15,6.3534117,4.675894,3
498,59,Be visual in your ideation.,2,27,3.3434608,-3.7378752,3
499,60,Initially Include as many ideas as possible ,0,44,-1.8564684,-0.5963886,3
500,61,Know your target audience,1,25,-1.0088232,4.161276,3
501,62,be visual; this is to say that human centered design should focus primarily on visual elements,2,94,2.9452188,-5.4123497,3
502,63,build on others' ideas,0,22,-0.33670914,0.5501694,3
503,64,Defer judgement,3,15,7.518188,4.263925,3
504,65,Come up with a large number of ideas,0,36,-2.3422396,0.12976381,3
505,66,No such thing as a bad idea,0,27,2.448059,0.81717336,3
506,67,Brainstorming,0,13,-1.9584448,1.5599016,3
507,68,No hate,0,7,1.8316125,2.415558,3
508,69,build off of other ideas,0,24,-0.57447267,0.098771535,3
509,70,Diversity and flexibility in ideas,0,34,0.7624933,-1.6295117,3
510,71,one rule of ideation is to defer judgement.,3,43,5.442924,3.8944955,3
511,72,Encourage wild ideas to try and find the best solution,0,54,-1.867517,-2.600217,3
512,73,Encourage Wild Ideas,0,20,-1.327484,-3.0197308,3
513,74,Sketching,1,9,3.0987115,-3.043935,3
514,75,Consider fron the side of user,1,30,1.195184,6.346206,3
515,76,Defer judgment ,3,15,7.6813354,4.825349,3
516,77,Work on quantity instead of quality ,1,36,-6.690026,-1.2178382,3
517,78,It's important to engage in brainstorming,0,41,-1.981503,1.7377571,3
518,79,Conversations take place one at a time,1,38,-3.1941686,5.60103,3
519,80,conversations take place one at a time,1,38,-3.1950877,5.600654,3
520,81,We must empathize with users ,1,29,0.68371433,4.9957604,3
521,82,Speed dating with users,1,23,5.0712285,-0.3087019,3
522,83,Listen to customers,1,19,-0.85874945,4.6903815,3
523,84,Defer judgement,3,15,7.025678,4.0354695,3
524,85,Encourage Wild Ideas,0,20,-0.70960623,-3.3380423,3
525,86,Defer judgment,3,14,7.1507425,5.3407283,3
526,87,One rule for ideation in human-centered design is to defer judgement while you are brainstorming ideas to be able to have an open mind for any ideas that may arise and to not close off any potential solutions.,0,209,-0.9493831,1.6399692,3
527,88,Be visual,2,9,4.026392,-5.0400767,3
528,89,Generate many ideas - user goals are evaluated,0,46,-1.016796,-0.93633276,3
529,90,Speed date with users,1,21,5.1091757,-0.28922167,3
530,91,Be Visual,2,9,4.1175427,-5.1256447,3
531,92,Don't judge ideas to quickly ,0,29,3.5408716,2.201208,3
532,93,Be Visual,2,9,3.8950508,-4.714611,3
533,94,Be visual,2,9,4.6172943,-4.974156,3
534,95,We would need to include a variety of ideas,0,43,-2.9414036,-0.5635282,3
535,96,Building on others ideas,0,24,-0.40366456,0.37289894,3
536,97,build on each others' ideas,0,27,-0.48655236,0.68741614,3
537,98,Create as many ideas as possible (quantity),0,43,-2.148507,-0.9333005,3
538,99,Go for quantity,1,15,-5.9235325,-2.116057,3
539,100,You are not the user,1,20,1.8740174,5.8515916,3
540,101,Be visual,2,9,4.531448,-4.223478,3
541,102,Encourage wild ideas,0,20,-1.0294485,-2.8303576,3
542,103,Encourage wild ideas ,0,21,-0.9900361,-3.4666564,3
543,104,need to account for the basic scenarios,1,39,-3.88863,-0.4816112,3
544,105,Build on other's ideas. ,0,24,-0.30296797,0.32952347,3
545,106,Coming up with lots of ideas,0,28,-2.536858,0.35448575,3
546,107,Cluster and select,1,18,-5.3026023,-5.1704974,3
547,108,conversations take place on at a time ,1,38,-3.1644094,5.574607,3
548,109,Be visual,2,9,4.3671274,-4.184586,3
549,110,clustering and selection process,1,32,-5.2982397,-5.1686535,3
